order_id,return_date_key,return_reason,return_amt
121160,20241119,Late delivery,21.96
121165,20241203,Changed mind,82.42
121168,20241202,Size/fit,13.89
121172,20241125,Size/fit,10.53
121190,20241211,Size/fit,428.44
121201,20241213,Changed mind,12.94
121203,20241124,Late delivery,60.57
121249,20241203,Other,31.71
121252,20241117,Defective,22.93
121253,20241121,Late delivery,20.38
121279,20241210,Changed mind,5.87
121302,20241121,Size/fit,13.68
121315,20241128,Size/fit,24.29
121335,20241211,Size/fit,54.91
121339,20241116,Size/fit,60.65
121373,20241202,Late delivery,26.5
121392,20241202,Changed mind,75.87
121393,20241120,Size/fit,174.65
121399,20241213,Size/fit,77.32
121413,20241213,Changed mind,119.59
121416,20241124,Other,160.02
121418,20241118,Defective,48.89
121423,20241126,Size/fit,52.73
121428,20241117,Defective,286.75
121434,20241119,Defective,25.68
121453,20241122,Size/fit,78.16
121455,20241203,Size/fit,6.38
121463,20241209,Changed mind,5.78
121493,20241129,Size/fit,53.23
121502,20241208,Defective,20.21
121508,20241127,Size/fit,15.53
121542,20241215,Late delivery,9.63
121578,20241125,Changed mind,19.22
121580,20241205,Size/fit,18.42
121582,20241204,Changed mind,29.74
121585,20241122,Late delivery,73.6
121599,20241209,Size/fit,64.72
121637,20241215,Defective,19.02
121639,20241125,Size/fit,19.7
121649,20241123,Size/fit,79.08
121663,20241211,Changed mind,21.97
121665,20241208,Changed mind,479.93
121676,20241215,Changed mind,24.13
121695,20241130,Size/fit,386.16
121697,20241123,Defective,130.32
121709,20241127,Size/fit,47.23
121714,20241204,Changed mind,47.84
121738,20241124,Other,24.0
121764,20241204,Size/fit,46.63
121766,20241213,Other,54.2
121772,20241201,Size/fit,29.56
121779,20241213,Late delivery,96.12
121791,20241201,Size/fit,27.08
121796,20241206,Size/fit,111.8
121812,20241211,Other,685.48
121815,20241216,Size/fit,9.79
121818,20241210,Size/fit,413.02
121822,20241128,Size/fit,53.26
121845,20241213,Other,29.46
121858,20241209,Size/fit,290.25
121864,20241122,Size/fit,32.95
121898,20241127,Size/fit,46.5
121926,20241125,Size/fit,52.66
121932,20241129,Size/fit,37.55
121953,20241214,Changed mind,362.96
121955,20241217,Defective,83.4
121979,20241207,Late delivery,149.25
121994,20241130,Changed mind,41.91
122006,20241128,Late delivery,74.3
122023,20241214,Late delivery,53.49
122025,20241218,Size/fit,70.25
122044,20241130,Defective,183.19
122118,20241201,Changed mind,15.53
122125,20241204,Size/fit,27.65
122131,20241204,Changed mind,12.11
122137,20241212,Size/fit,35.14
122173,20241221,Defective,461.92
122177,20241217,Size/fit,41.21
122197,20241125,Size/fit,16.49
122231,20241223,Changed mind,11.09
122233,20241224,Size/fit,25.41
122240,20241126,Changed mind,147.16
122250,20241224,Defective,12.98
122257,20241222,Changed mind,40.32
122259,20241206,Defective,21.11
122263,20241128,Changed mind,14.71
122268,20241215,Size/fit,97.55
122274,20241222,Size/fit,124.6
122306,20241219,Size/fit,26.78
122348,20241215,Changed mind,16.6
122353,20241202,Defective,19.31
122378,20241226,Other,21.43
122387,20241222,Other,37.41
122390,20241220,Changed mind,16.57
122394,20241226,Changed mind,10.15
122395,20241211,Late delivery,153.26
122402,20241208,Changed mind,41.71
122407,20241130,Defective,46.82
122410,20241206,Defective,112.97
122427,20241218,Size/fit,64.12
122428,20241217,Defective,18.24
122458,20241211,Defective,299.2
122464,20241207,Changed mind,63.52
122483,20241129,Size/fit,98.25
122487,20241215,Late delivery,106.11
122501,20241209,Size/fit,3.72
122535,20241202,Late delivery,54.21
122540,20241227,Changed mind,145.83
122547,20241218,Late delivery,133.03
122551,20241201,Size/fit,26.67
122598,20241222,Size/fit,266.59
122599,20241220,Size/fit,193.04
122606,20241203,Other,249.83
122656,20241201,Late delivery,28.37
122663,20241201,Late delivery,24.57
122686,20241205,Changed mind,91.23
122687,20241210,Size/fit,37.27
122698,20241228,Changed mind,21.76
122705,20241210,Changed mind,73.76
122742,20241210,Changed mind,43.62
122744,20241229,Defective,68.65
122754,20241213,Defective,47.73
122766,20241224,Size/fit,8.12
122769,20241212,Other,58.94
122782,20241227,Other,230.32
122802,20241207,Changed mind,62.07
122807,20241219,Late delivery,6.64
122834,20241221,Late delivery,165.53
122879,20241229,Other,164.34
122900,20241230,Defective,33.75
122908,20241222,Other,212.53
122912,20241220,Defective,207.06
122989,20241216,Other,170.4
122990,20241221,Size/fit,40.92
122991,20241231,Size/fit,81.09
123003,20241217,Defective,28.69
123014,20241230,Late delivery,80.55
123016,20241208,Size/fit,298.23
123022,20241215,Size/fit,57.97
123040,20241225,Changed mind,8.91
123042,20241218,Changed mind,46.9
123043,20241222,Changed mind,83.36
123044,20241210,Late delivery,63.9
123066,20241208,Size/fit,36.83
123069,20241213,Defective,192.64
123072,20241221,Size/fit,16.81
123085,20241214,Changed mind,18.48
123116,20241208,Size/fit,28.35
123117,20241210,Late delivery,28.42
123132,20241224,Size/fit,214.85
123150,20241221,Size/fit,30.53
123153,20241214,Late delivery,13.73
123157,20241212,Size/fit,320.28
123178,20241226,Size/fit,186.1
123185,20250102,Changed mind,35.25
123193,20250103,Size/fit,174.1
123210,20241208,Changed mind,31.53
123222,20250103,Size/fit,173.45
123248,20250105,Changed mind,22.65
123271,20241218,Changed mind,128.46
123285,20241223,Size/fit,25.09
123291,20250104,Size/fit,22.24
123292,20241221,Late delivery,67.15
123309,20241208,Size/fit,219.86
123325,20241230,Changed mind,399.27
123382,20241209,Size/fit,73.54
123383,20241222,Size/fit,418.64
123398,20241212,Defective,15.97
123411,20241213,Defective,75.07
123424,20241227,Other,14.55
123451,20250105,Size/fit,10.37
123465,20241220,Late delivery,16.85
123468,20241221,Size/fit,142.75
123507,20241222,Size/fit,203.25
123523,20241217,Late delivery,30.03
123562,20241217,Defective,9.98
123575,20241215,Size/fit,247.49
123583,20250109,Late delivery,49.5
123588,20250108,Defective,21.06
123598,20241221,Size/fit,7.69
123613,20250105,Changed mind,24.43
123614,20250106,Size/fit,22.09
123634,20250106,Size/fit,75.18
123636,20241223,Defective,130.19
123648,20241229,Defective,222.71
123650,20241222,Late delivery,7.42
123675,20241213,Other,31.06
123685,20250102,Size/fit,12.0
123725,20241217,Changed mind,56.62
123801,20241214,Other,37.59
123804,20241219,Size/fit,29.66
123806,20250107,Changed mind,59.96
123808,20241230,Other,51.1
123811,20241217,Size/fit,84.77
123817,20250107,Other,6.36
123823,20241228,Defective,80.37
123828,20241222,Late delivery,25.66
123830,20250108,Changed mind,29.95
123835,20241218,Size/fit,318.57
123841,20250104,Defective,15.4
123846,20241215,Changed mind,57.89
123850,20241220,Changed mind,106.44
123877,20250107,Changed mind,105.27
123918,20241217,Size/fit,115.47
123938,20241225,Late delivery,41.08
123953,20250108,Changed mind,26.04
123960,20250103,Size/fit,80.32
123988,20250113,Size/fit,141.41
124002,20241216,Size/fit,97.34
124022,20241228,Late delivery,109.05
124028,20241225,Late delivery,76.06
124029,20241231,Changed mind,37.05
124033,20241219,Changed mind,139.94
124036,20250108,Defective,21.7
124037,20241223,Changed mind,36.76
124038,20250103,Size/fit,104.13
124045,20241228,Late delivery,42.49
124061,20241226,Size/fit,10.03
124065,20250107,Size/fit,67.64
124090,20241224,Size/fit,16.78
124124,20250111,Size/fit,79.04
124139,20241227,Changed mind,207.15
124143,20250109,Other,61.57
124166,20241227,Size/fit,198.7
124181,20250107,Defective,208.5
124216,20250116,Size/fit,166.14
124227,20241222,Size/fit,80.96
124239,20250106,Changed mind,157.76
124253,20250114,Size/fit,227.06
124254,20241219,Size/fit,237.35
124256,20250114,Changed mind,71.78
124262,20250102,Defective,119.31
124264,20250111,Size/fit,63.25
124267,20250102,Changed mind,339.47
124268,20250107,Late delivery,31.42
124287,20250115,Size/fit,74.32
124291,20250108,Changed mind,40.89
124315,20250117,Defective,29.82
124343,20250108,Size/fit,50.91
124353,20250104,Defective,24.8
124361,20250115,Size/fit,79.0
124365,20250112,Other,228.74
124371,20250112,Changed mind,27.42
124413,20250117,Late delivery,228.22
124446,20250103,Size/fit,165.48
124465,20241230,Defective,149.79
124481,20250110,Changed mind,215.31
124482,20250114,Changed mind,39.16
124494,20250109,Changed mind,50.29
124545,20250117,Changed mind,618.25
124553,20250112,Size/fit,63.09
124554,20250119,Size/fit,46.47
124556,20241223,Size/fit,25.5
124557,20250117,Changed mind,94.85
124576,20241223,Changed mind,223.84
124585,20250112,Changed mind,54.97
124593,20250113,Late delivery,8.54
124594,20241230,Changed mind,10.02
124609,20250106,Defective,9.49
124627,20250114,Changed mind,13.18
124637,20250104,Defective,14.43
124650,20250114,Changed mind,41.4
124661,20250110,Size/fit,44.34
124675,20250105,Size/fit,154.81
124676,20241224,Other,118.34
124693,20241229,Size/fit,9.52
124697,20250113,Defective,129.12
124700,20241225,Defective,23.99
124706,20250103,Late delivery,259.77
124717,20250108,Late delivery,16.26
124723,20250105,Size/fit,666.15
124730,20241225,Late delivery,181.98
124736,20241230,Other,38.37
124748,20250108,Size/fit,31.13
124762,20250108,Size/fit,56.83
124766,20241226,Changed mind,53.37
124768,20250112,Size/fit,81.7
124784,20241228,Late delivery,241.68
124843,20250116,Changed mind,11.69
124844,20250120,Changed mind,210.0
124849,20250119,Late delivery,10.48
124851,20250117,Late delivery,63.37
124862,20250101,Late delivery,60.84
124871,20250111,Other,29.48
124884,20241227,Late delivery,71.27
124885,20241226,Defective,208.97
124892,20250123,Size/fit,246.05
124893,20250108,Changed mind,6.53
124903,20250121,Changed mind,168.79
124910,20250121,Other,158.86
124923,20250112,Changed mind,96.26
124927,20250105,Late delivery,20.63
124936,20241229,Changed mind,5.47
124946,20250114,Size/fit,38.11
124969,20241231,Defective,66.03
124976,20250107,Changed mind,70.74
124997,20241231,Size/fit,19.81
125013,20250108,Size/fit,28.3
125020,20250108,Size/fit,40.68
125037,20250118,Size/fit,32.2
125050,20250107,Other,102.58
125063,20241231,Size/fit,35.98
125085,20250119,Size/fit,38.24
125129,20250110,Changed mind,100.02
125130,20250122,Late delivery,22.93
125144,20250107,Size/fit,24.3
125154,20250105,Changed mind,310.25
125176,20250115,Defective,58.41
125193,20250119,Size/fit,242.27
125199,20241231,Size/fit,164.64
125208,20250119,Changed mind,46.06
125210,20250104,Changed mind,18.34
125212,20250102,Late delivery,18.02
125217,20250108,Changed mind,42.59
125220,20250107,Late delivery,7.72
125226,20250106,Late delivery,147.69
125233,20241230,Size/fit,79.27
125237,20250123,Changed mind,26.47
125246,20250119,Changed mind,105.65
125274,20250113,Other,39.06
125276,20250120,Size/fit,15.67
125286,20250128,Other,45.28
125302,20250113,Changed mind,51.08
125327,20250102,Size/fit,147.22
125329,20250128,Late delivery,30.3
125333,20250114,Size/fit,67.63
125355,20250109,Changed mind,75.75
125390,20250121,Size/fit,167.77
125392,20250128,Size/fit,30.5
125394,20250120,Other,41.16
125410,20250107,Other,53.67
125412,20250107,Other,94.12
125441,20250130,Changed mind,37.25
125463,20250130,Size/fit,70.23
125468,20250106,Other,20.6
125477,20250112,Late delivery,21.85
125498,20250126,Other,22.22
125522,20250122,Late delivery,27.68
125564,20250128,Defective,34.12
125568,20250113,Late delivery,66.61
125569,20250130,Size/fit,75.94
125579,20250113,Size/fit,56.15
125581,20250110,Size/fit,60.76
125582,20250121,Changed mind,239.15
125608,20250129,Changed mind,28.64
125628,20250107,Size/fit,93.77
125634,20250121,Changed mind,3.51
125636,20250106,Late delivery,35.35
125637,20250106,Size/fit,51.07
125641,20250126,Changed mind,184.31
125650,20250109,Defective,28.55
125652,20250115,Defective,55.28
125669,20250130,Changed mind,41.99
125670,20250119,Defective,30.47
125680,20250123,Changed mind,37.65
125682,20250105,Changed mind,13.51
125683,20250106,Size/fit,56.61
125693,20250106,Late delivery,17.35
125699,20250108,Late delivery,27.77
125707,20250114,Size/fit,124.65
125717,20250110,Defective,455.7
125719,20250130,Defective,28.57
125722,20250119,Late delivery,174.43
125725,20250114,Size/fit,161.32
125728,20250117,Changed mind,99.25
125737,20250110,Size/fit,312.54
125766,20250113,Other,89.82
125778,20250201,Size/fit,50.8
125790,20250123,Size/fit,348.35
125792,20250124,Late delivery,244.15
125798,20250109,Changed mind,124.57
125799,20250122,Size/fit,229.64
125806,20250117,Changed mind,73.5
125816,20250122,Other,68.58
125821,20250127,Defective,19.89
125828,20250118,Size/fit,144.75
125836,20250129,Defective,80.14
125843,20250119,Changed mind,70.35
125861,20250119,Changed mind,151.6
125862,20250204,Changed mind,23.12
125868,20250120,Size/fit,50.56
125878,20250115,Changed mind,37.82
125892,20250113,Changed mind,52.27
125912,20250111,Size/fit,201.05
125913,20250127,Size/fit,51.55
125915,20250129,Size/fit,134.09
125925,20250127,Late delivery,89.47
125946,20250118,Changed mind,60.1
125947,20250123,Changed mind,5.78
125972,20250117,Size/fit,13.87
125976,20250121,Late delivery,41.89
125981,20250118,Changed mind,233.4
125985,20250111,Size/fit,11.58
126006,20250126,Defective,475.77
126012,20250111,Defective,55.63
126025,20250129,Size/fit,83.12
126041,20250124,Size/fit,32.07
126053,20250131,Defective,31.3
126077,20250128,Other,26.34
126093,20250129,Late delivery,16.99
126098,20250120,Defective,12.28
126103,20250121,Size/fit,37.78
126106,20250111,Defective,35.85
126107,20250123,Size/fit,61.11
126115,20250123,Defective,16.26
126151,20250129,Changed mind,145.94
126152,20250113,Size/fit,17.75
126178,20250120,Late delivery,35.01
126188,20250125,Defective,172.29
126221,20250201,Size/fit,35.59
126231,20250130,Defective,92.57
126233,20250115,Changed mind,26.19
126241,20250119,Other,167.59
126256,20250123,Changed mind,41.03
126273,20250208,Changed mind,88.28
126280,20250127,Changed mind,17.96
126293,20250131,Size/fit,43.76
126312,20250115,Size/fit,34.35
126314,20250117,Changed mind,63.67
126323,20250119,Late delivery,126.0
126337,20250205,Late delivery,47.68
126380,20250120,Size/fit,59.67
126382,20250211,Size/fit,14.08
126393,20250118,Other,763.71
126408,20250128,Size/fit,18.32
126432,20250206,Changed mind,19.98
126434,20250116,Size/fit,114.95
126439,20250211,Size/fit,21.74
126452,20250120,Size/fit,52.71
126454,20250125,Size/fit,16.08
126457,20250204,Changed mind,11.72
126491,20250209,Defective,298.95
126500,20250207,Size/fit,7.92
126502,20250118,Size/fit,38.5
126503,20250127,Changed mind,150.97
126521,20250127,Size/fit,50.84
126541,20250208,Size/fit,24.23
126552,20250202,Late delivery,10.08
126588,20250205,Changed mind,35.08
126591,20250124,Size/fit,21.35
126600,20250212,Late delivery,261.25
126601,20250130,Size/fit,26.48
126603,20250214,Other,16.86
126615,20250210,Changed mind,16.27
126622,20250121,Changed mind,10.37
126637,20250201,Size/fit,111.59
126641,20250208,Other,21.57
126643,20250129,Late delivery,25.61
126646,20250206,Other,28.76
126652,20250211,Size/fit,31.36
126666,20250203,Size/fit,60.32
126668,20250213,Late delivery,162.8
126676,20250203,Size/fit,54.15
126692,20250209,Defective,8.43
126727,20250209,Late delivery,41.89
126732,20250211,Changed mind,42.08
126738,20250122,Late delivery,20.66
126744,20250128,Defective,48.24
126758,20250205,Changed mind,47.97
126765,20250131,Changed mind,29.59
126767,20250208,Defective,214.58
126772,20250125,Size/fit,392.55
126790,20250217,Late delivery,25.5
126800,20250213,Defective,83.81
126818,20250123,Size/fit,136.04
126827,20250203,Late delivery,187.03
126855,20250125,Defective,99.71
126862,20250209,Late delivery,128.03
126888,20250213,Size/fit,58.95
126933,20250211,Changed mind,337.7
126934,20250213,Defective,67.56
126942,20250208,Defective,26.4
126950,20250202,Changed mind,6.66
126957,20250211,Changed mind,79.06
126970,20250210,Size/fit,66.77
126997,20250221,Size/fit,37.24
127016,20250212,Late delivery,90.38
127019,20250206,Late delivery,28.85
127022,20250215,Size/fit,11.14
127053,20250214,Size/fit,94.17
127064,20250204,Changed mind,74.01
127069,20250219,Size/fit,15.16
127084,20250131,Size/fit,29.0
127110,20250218,Changed mind,31.95
127121,20250223,Size/fit,130.83
127124,20250206,Other,106.24
127135,20250209,Size/fit,109.5
127140,20250222,Other,198.59
127141,20250129,Size/fit,57.34
127151,20250220,Late delivery,68.88
127186,20250201,Size/fit,53.47
127197,20250223,Defective,47.42
127200,20250214,Late delivery,55.93
127208,20250217,Size/fit,123.16
127227,20250201,Changed mind,90.74
127241,20250211,Late delivery,23.67
127253,20250218,Defective,15.35
127258,20250206,Size/fit,110.44
127261,20250208,Other,80.25
127276,20250206,Late delivery,77.04
127294,20250223,Defective,163.71
127306,20250218,Late delivery,55.74
127314,20250214,Changed mind,51.68
127324,20250216,Changed mind,58.04
127327,20250214,Changed mind,151.43
127328,20250205,Size/fit,142.92
127337,20250207,Changed mind,47.03
127351,20250217,Late delivery,80.11
127366,20250201,Size/fit,98.67
127372,20250224,Size/fit,24.65
127374,20250217,Size/fit,94.27
127395,20250207,Changed mind,153.16
127411,20250213,Other,26.82
127412,20250205,Changed mind,74.57
127427,20250207,Size/fit,76.15
127429,20250219,Changed mind,20.14
127436,20250204,Defective,127.56
127491,20250219,Changed mind,17.0
127508,20250217,Late delivery,24.54
127510,20250221,Late delivery,75.96
127524,20250222,Size/fit,176.68
127529,20250218,Changed mind,233.79
127535,20250207,Changed mind,60.57
127549,20250201,Defective,18.27
127557,20250227,Late delivery,47.31
127572,20250219,Other,30.48
127578,20250227,Defective,70.96
127579,20250225,Changed mind,92.27
127583,20250301,Late delivery,21.51
127588,20250224,Late delivery,230.33
127595,20250212,Size/fit,65.55
127596,20250227,Size/fit,71.23
127597,20250206,Defective,105.53
127601,20250220,Size/fit,534.41
127613,20250215,Changed mind,74.07
127615,20250228,Changed mind,45.79
127617,20250208,Changed mind,56.13
127636,20250216,Late delivery,143.66
127650,20250214,Late delivery,22.86
127674,20250218,Size/fit,105.48
127676,20250206,Size/fit,4.97
127694,20250216,Late delivery,99.38
127697,20250228,Late delivery,8.74
127708,20250210,Size/fit,85.76
127741,20250218,Late delivery,21.76
127742,20250228,Changed mind,190.61
127746,20250213,Size/fit,14.41
127751,20250205,Changed mind,20.06
127756,20250209,Late delivery,124.0
127762,20250213,Size/fit,28.7
127763,20250213,Size/fit,71.71
127776,20250210,Size/fit,284.07
127782,20250225,Other,58.87
127810,20250206,Late delivery,21.15
127813,20250227,Size/fit,18.74
127841,20250214,Size/fit,15.43
127855,20250213,Late delivery,30.89
127886,20250224,Size/fit,97.63
127905,20250301,Changed mind,12.05
127911,20250214,Changed mind,85.83
127921,20250224,Size/fit,51.55
127929,20250210,Changed mind,84.95
127948,20250212,Other,10.13
127964,20250219,Size/fit,136.93
127965,20250216,Size/fit,91.37
127998,20250209,Late delivery,37.53
128004,20250222,Size/fit,28.69
128006,20250212,Other,43.02
128021,20250211,Defective,112.27
128025,20250305,Size/fit,37.55
128038,20250221,Size/fit,74.38
128050,20250218,Changed mind,63.18
128106,20250214,Changed mind,33.57
128123,20250217,Late delivery,64.67
128143,20250226,Changed mind,48.95
128164,20250211,Size/fit,224.54
128199,20250215,Changed mind,37.62
128219,20250211,Size/fit,11.52
128220,20250307,Size/fit,113.49
128237,20250220,Late delivery,127.41
128249,20250215,Late delivery,652.08
128252,20250228,Size/fit,63.49
128260,20250225,Size/fit,90.8
128270,20250225,Changed mind,24.94
128313,20250308,Changed mind,369.36
128314,20250214,Size/fit,49.74
128346,20250216,Size/fit,51.68
128367,20250217,Changed mind,13.34
128378,20250219,Size/fit,35.22
128381,20250306,Size/fit,23.33
128386,20250222,Defective,51.18
128389,20250218,Late delivery,39.65
128459,20250220,Size/fit,23.14
128477,20250305,Late delivery,16.95
128503,20250309,Other,149.78
128533,20250303,Size/fit,24.76
128539,20250218,Changed mind,41.97
128541,20250303,Size/fit,26.77
128542,20250308,Size/fit,60.59
128561,20250313,Size/fit,58.92
128584,20250312,Size/fit,43.76
128586,20250303,Defective,48.13
128590,20250316,Defective,125.86
128598,20250311,Late delivery,18.58
128639,20250226,Changed mind,9.45
128651,20250228,Size/fit,205.49
128652,20250304,Defective,57.84
128668,20250217,Late delivery,85.55
128704,20250221,Defective,174.8
128708,20250313,Changed mind,12.2
128712,20250313,Changed mind,18.68
128713,20250317,Late delivery,83.52
128741,20250307,Defective,178.57
128747,20250314,Size/fit,37.82
128764,20250309,Late delivery,296.39
128769,20250223,Other,32.16
128772,20250222,Changed mind,223.99
128780,20250301,Late delivery,159.42
128788,20250301,Changed mind,215.17
128795,20250308,Late delivery,64.82
128800,20250228,Other,191.79
128805,20250315,Late delivery,263.68
128812,20250312,Defective,182.59
128829,20250314,Defective,142.63
128831,20250308,Size/fit,19.88
128836,20250223,Defective,38.71
128851,20250311,Changed mind,78.94
128878,20250308,Changed mind,56.66
128891,20250227,Size/fit,42.18
128922,20250314,Changed mind,38.46
128929,20250228,Late delivery,9.31
128941,20250224,Size/fit,531.19
128957,20250317,Size/fit,19.63
128958,20250315,Late delivery,15.65
128967,20250311,Other,94.89
128968,20250304,Size/fit,35.33
128975,20250221,Size/fit,79.37
128976,20250226,Changed mind,22.78
128978,20250317,Size/fit,45.6
128998,20250223,Changed mind,56.67
129000,20250301,Late delivery,135.35
129016,20250314,Size/fit,43.09
129020,20250306,Defective,81.64
129023,20250228,Changed mind,28.68
129025,20250307,Size/fit,58.64
129045,20250227,Late delivery,105.18
129047,20250314,Defective,37.17
129063,20250223,Size/fit,25.83
129086,20250320,Late delivery,129.97
129104,20250302,Defective,172.91
129138,20250319,Size/fit,31.29
129139,20250225,Late delivery,15.05
129143,20250311,Late delivery,72.77
129175,20250304,Changed mind,354.7
129179,20250313,Other,38.69
129190,20250304,Changed mind,9.71
129208,20250228,Other,77.01
129225,20250316,Size/fit,35.29
129256,20250228,Size/fit,15.56
129275,20250306,Size/fit,272.42
129278,20250320,Defective,41.11
129295,20250317,Size/fit,29.14
129302,20250320,Changed mind,15.76
129308,20250307,Changed mind,35.65
129315,20250308,Defective,47.53
129330,20250228,Size/fit,52.05
129370,20250313,Other,226.68
129376,20250311,Other,47.85
129386,20250317,Changed mind,5.96
129387,20250320,Size/fit,42.15
129392,20250302,Size/fit,28.9
129422,20250316,Size/fit,11.29
129429,20250321,Other,204.35
129449,20250311,Changed mind,85.2
129453,20250317,Size/fit,16.3
129454,20250324,Defective,20.56
129477,20250327,Changed mind,85.43
129494,20250311,Size/fit,113.44
129507,20250316,Other,48.37
129513,20250324,Size/fit,23.53
129527,20250316,Size/fit,132.83
129529,20250323,Size/fit,30.0
129546,20250308,Defective,197.74
129549,20250303,Changed mind,100.05
129593,20250315,Late delivery,167.18
129599,20250303,Defective,271.0
129604,20250309,Defective,172.21
129628,20250314,Size/fit,6.63
129638,20250315,Defective,62.12
129642,20250306,Size/fit,24.52
129646,20250308,Changed mind,10.63
129659,20250326,Defective,13.68
129668,20250317,Size/fit,76.13
129669,20250317,Changed mind,128.43
129679,20250329,Size/fit,32.31
129681,20250323,Defective,178.83
129685,20250318,Late delivery,20.61
129706,20250312,Changed mind,44.62
129715,20250319,Changed mind,17.34
129724,20250323,Size/fit,25.56
129762,20250323,Defective,273.81
129766,20250327,Size/fit,7.48
129767,20250324,Size/fit,87.52
129790,20250324,Size/fit,31.75
129833,20250306,Size/fit,38.54
129856,20250401,Other,362.93
129875,20250320,Other,236.76
129880,20250402,Late delivery,67.62
129885,20250308,Changed mind,254.73
129896,20250331,Defective,88.6
129907,20250310,Other,33.88
129910,20250309,Size/fit,13.76
129931,20250325,Other,13.06
129939,20250328,Size/fit,32.13
129965,20250314,Defective,168.76
129986,20250309,Changed mind,21.17
129987,20250315,Late delivery,74.77
129992,20250404,Late delivery,68.09
130006,20250325,Size/fit,27.68
130022,20250314,Changed mind,139.09
130023,20250317,Changed mind,259.55
130050,20250403,Size/fit,17.05
130057,20250327,Size/fit,6.55
130058,20250322,Defective,12.12
130080,20250309,Size/fit,507.12
130085,20250404,Changed mind,75.25
130090,20250329,Size/fit,321.92
130091,20250328,Size/fit,105.61
130110,20250406,Size/fit,28.02
130119,20250403,Changed mind,31.3
130150,20250320,Size/fit,35.82
130154,20250322,Defective,19.64
130155,20250313,Other,10.87
130157,20250320,Changed mind,47.06
130183,20250323,Size/fit,108.09
130208,20250331,Size/fit,60.72
130265,20250317,Late delivery,307.39
130267,20250404,Size/fit,60.93
130271,20250322,Size/fit,303.33
130274,20250326,Late delivery,79.31
130289,20250409,Defective,32.26
130290,20250328,Changed mind,111.45
130298,20250323,Size/fit,12.66
130309,20250322,Defective,95.15
130321,20250329,Size/fit,93.98
130333,20250407,Changed mind,34.43
130342,20250323,Other,58.2
130346,20250322,Late delivery,12.73
130350,20250331,Defective,213.58
130360,20250401,Size/fit,122.94
130364,20250316,Size/fit,119.48
130383,20250404,Size/fit,28.16
130392,20250328,Size/fit,246.16
130399,20250405,Defective,18.16
130420,20250409,Size/fit,151.15
130435,20250403,Size/fit,44.17
130442,20250408,Other,26.8
130444,20250326,Changed mind,19.18
130446,20250326,Size/fit,116.38
130450,20250411,Late delivery,109.84
130454,20250326,Late delivery,167.58
130457,20250325,Size/fit,6.33
130467,20250323,Changed mind,40.78
130469,20250328,Size/fit,16.4
130470,20250320,Other,27.83
130478,20250321,Other,11.35
130501,20250323,Late delivery,158.38
130537,20250413,Changed mind,284.95
130538,20250403,Changed mind,339.81
130608,20250410,Changed mind,125.06
130616,20250320,Late delivery,117.21
130621,20250327,Other,26.09
130630,20250412,Size/fit,29.88
130649,20250413,Size/fit,64.98
130654,20250411,Size/fit,10.27
130660,20250404,Size/fit,27.37
130671,20250326,Size/fit,23.59
130688,20250321,Size/fit,72.94
130746,20250409,Late delivery,16.57
130755,20250329,Changed mind,30.22
130771,20250410,Other,73.88
130794,20250411,Size/fit,24.26
130812,20250417,Size/fit,80.18
130818,20250329,Changed mind,109.26
130843,20250329,Changed mind,28.35
130871,20250410,Changed mind,41.62
130880,20250416,Defective,41.4
130885,20250401,Late delivery,17.82
130895,20250414,Late delivery,23.88
130900,20250415,Defective,71.2
130937,20250409,Size/fit,51.44
130947,20250330,Late delivery,25.24
130973,20250402,Other,69.71
130978,20250326,Changed mind,25.93
131002,20250327,Changed mind,48.12
131042,20250418,Size/fit,388.72
131044,20250323,Size/fit,347.35
131058,20250419,Defective,63.81
131065,20250329,Changed mind,37.49
131067,20250417,Other,189.45
131083,20250404,Defective,71.65
131105,20250414,Late delivery,56.63
131127,20250327,Changed mind,66.4
131130,20250409,Defective,104.16
131145,20250411,Size/fit,30.75
131157,20250410,Late delivery,102.05
131158,20250328,Size/fit,110.95
131168,20250418,Size/fit,14.53
131169,20250420,Defective,12.91
131176,20250325,Size/fit,26.95
131235,20250415,Size/fit,31.99
131242,20250411,Size/fit,77.24
131250,20250422,Size/fit,76.89
131253,20250410,Defective,86.51
131261,20250411,Size/fit,28.5
131272,20250329,Late delivery,18.42
131280,20250329,Changed mind,22.5
131288,20250420,Size/fit,93.02
131299,20250408,Size/fit,25.42
131309,20250419,Changed mind,150.46
131316,20250402,Size/fit,155.2
131327,20250419,Size/fit,52.7
131340,20250418,Size/fit,41.4
131356,20250412,Size/fit,186.69
131363,20250416,Size/fit,95.33
131366,20250413,Size/fit,36.93
131379,20250411,Defective,107.2
131382,20250329,Size/fit,32.04
131385,20250406,Defective,256.64
131387,20250402,Late delivery,8.81
131405,20250327,Other,229.54
131424,20250410,Other,295.18
131447,20250422,Other,37.62
131463,20250330,Defective,198.79
131464,20250413,Changed mind,304.58
131473,20250408,Size/fit,29.31
131478,20250417,Changed mind,26.6
131480,20250411,Changed mind,73.2
131489,20250420,Changed mind,40.71
131522,20250418,Changed mind,264.54
131537,20250418,Size/fit,267.85
131552,20250420,Changed mind,117.71
131567,20250405,Other,76.91
131586,20250417,Size/fit,20.95
131600,20250330,Size/fit,25.1
131605,20250402,Changed mind,134.56
131619,20250418,Size/fit,52.95
131624,20250404,Late delivery,62.89
131666,20250409,Late delivery,282.32
